,ratio1,ratio2,ratio3,ratio4,ratio5,status
3171,0.59,0.38,0.02,0.3,0.06,0
3172,0.88,0.88,0.03,0.03,0.09,0
3173,1.19,0.54,0.03,0.05,0.05,0
3174,1.6,1.35,0.1,0.25,0.03,0
3175,2.02,1.16,0.05,0.24,0.22,0
3176,0.88,0.76,0.1,0.84,0.09,0
3177,1.01,1.0,0.03,0.15,0.05,0
3178,1.1,0.92,-0.25,0.31,-0.15,0
3179,0.13,0.03,0.23,0.39,0.03,1
3180,1.36,0.7,0.01,0.02,0.02,0
3181,1.35,1.34,0.03,0.06,0.03,0
3182,0.84,0.83,0.02,-0.4,0.13,0
3183,1.36,1.36,0.12,0.5,0.12,0
3184,0.53,0.46,0.03,0.06,0.2,0
3185,1.08,0.81,0.05,0.48,0.13,0
3186,1.0,0.98,0.03,0.03,0.04,0
3187,1.06,1.06,0.05,0.19,0.03,0
3188,1.61,0.84,0.06,0.41,0.05,0
3189,0.6,0.55,-0.1,-2.09,0.01,0
3190,1.2,0.78,0.06,0.2,0.06,0
3191,2.01,2.01,-0.03,-0.66,0.0,0
3192,0.6,0.58,-0.39,-0.82,-0.1,1
3193,0.8,0.51,0.08,0.08,0.13,0
3194,0.81,0.61,0.06,0.17,0.02,0
3195,1.6,1.6,0.06,0.01,0.09,0
3196,1.76,1.49,0.18,0.38,0.16,0
3197,1.2,0.93,0.03,0.06,0.03,0
3198,0.82,0.72,0.05,0.05,0.07,0
3199,0.7,0.7,0.02,0.02,0.74,0
3200,1.1,0.58,0.08,0.69,0.06,0
3201,1.04,1.04,0.05,-0.04,0.24,0
3202,1.23,1.23,0.03,0.1,0.03,0
3203,1.14,1.14,0.09,0.85,0.03,1
3204,0.42,0.42,-0.21,-1.19,-0.34,0
3205,2.01,0.65,0.01,0.01,0.02,0
3206,2.69,2.69,0.04,0.12,0.06,0
3207,0.9,0.7,0.02,0.03,0.07,0
3208,1.65,1.65,0.04,0.05,0.11,0
3209,1.05,1.01,0.05,0.55,0.02,0
3210,0.8,0.75,0.0,-0.04,0.01,0
3211,0.98,0.98,0.02,0.05,0.04,0
3212,1.08,1.07,0.05,0.65,0.02,0
3213,0.97,0.97,-0.03,-1.21,-0.02,0
3214,0.59,0.53,-0.9,-2.05,-0.3,1
3215,1.07,1.07,0.01,0.0,0.44,0
3216,1.76,1.19,0.04,0.02,0.08,0
3217,0.78,0.78,0.02,0.11,0.02,0
3218,1.07,0.29,0.05,0.06,0.02,0
3219,0.79,0.78,0.09,0.2,0.18,0
3220,0.59,0.37,-0.52,-1.55,-1.08,1
3221,1.16,1.09,0.08,0.31,0.06,0
3222,1.03,0.64,0.0,0.1,0.0,0
3223,1.5,0.72,0.01,0.0,0.06,0
3224,1.22,1.21,-0.02,-3.31,0.02,1
3225,1.23,1.23,0.07,0.1,0.04,0
3226,1.24,1.24,0.3,0.28,0.56,0
3227,0.71,0.49,0.1,0.29,0.1,0
3228,0.98,0.79,0.04,0.1,0.1,0
3229,0.98,0.59,0.01,0.14,0.01,0
3230,1.05,0.85,0.01,0.07,0.02,0
3231,0.82,0.82,0.04,0.04,0.19,0
3232,2.31,2.21,0.04,0.05,0.08,0
3233,0.59,0.55,0.03,-1.53,0.07,0
3234,2.56,2.56,0.03,0.24,0.01,0
3235,1.1,1.1,0.09,0.19,0.13,0
3236,0.79,0.79,-0.04,-0.12,0.02,0
3237,0.28,0.28,-0.23,-2.03,0.77,0
3238,1.24,1.16,0.12,0.46,0.05,0
3239,0.87,0.87,-0.14,-1.0,-0.06,0
3240,2.57,2.14,0.14,0.19,0.13,0
3241,1.43,1.11,-0.04,-3.73,0.03,0
3242,1.12,0.74,0.01,0.0,0.03,0
3243,1.94,1.94,0.24,0.36,0.24,0
3244,4.03,4.03,0.08,0.47,0.05,0
3245,1.27,0.86,0.07,0.13,0.08,0
3246,1.96,1.81,0.0,0.0,0.21,1
3247,0.29,0.29,0.06,0.35,0.16,0
3248,0.79,0.48,0.01,-0.07,0.06,0
3249,1.16,1.07,0.14,0.63,0.07,0
3250,0.79,0.56,-0.01,0.23,0.02,1
3251,2.98,2.98,0.07,0.05,0.09,0
3252,1.09,0.49,-0.03,-0.87,-0.14,0
3253,1.19,0.8,0.28,0.86,0.1,0
3254,1.16,1.16,0.3,1.0,0.08,0
3255,0.46,0.36,0.11,0.06,0.03,0
3256,1.21,1.15,0.05,0.21,0.04,0
3257,1.57,0.57,0.07,0.09,0.07,0
3258,1.06,1.05,0.08,0.74,0.07,0
3259,3.28,3.01,0.1,0.12,0.15,0
3260,1.65,1.65,0.07,0.16,0.02,0
3261,0.61,0.41,0.03,0.04,0.09,0
3262,1.02,1.02,0.04,0.49,0.03,0
3263,1.03,0.24,0.01,0.0,0.01,0
3264,0.88,0.88,0.03,0.26,0.02,0
3265,0.5,0.5,0.02,0.24,0.02,0
3266,1.31,1.3,0.06,0.14,0.02,0
3267,1.02,0.81,0.04,0.62,0.02,0
3268,1.26,0.89,0.03,0.03,0.11,0
3269,0.52,0.52,-0.01,-0.02,0.25,0
3270,0.33,0.29,0.06,0.19,0.29,0
3271,1.04,1.04,0.03,-0.34,0.04,1
3272,0.93,0.45,0.02,0.0,0.04,0
3273,3.07,3.07,0.04,0.02,0.05,0
3274,1.5,1.47,0.32,0.53,0.3,0
3275,1.84,0.17,0.09,0.09,0.03,0
3276,1.15,0.98,-0.02,-0.04,0.04,0
3277,3.35,2.66,0.12,0.14,0.14,0
3278,1.18,1.17,0.08,0.31,0.05,0
3279,1.99,1.93,0.01,0.01,0.18,0
3280,1.03,0.02,0.04,0.61,0.04,0
3281,1.17,1.04,0.03,0.17,0.02,0
3282,2.63,2.16,0.05,0.09,0.07,0
3283,1.42,1.41,0.13,0.23,0.11,0
3284,1.1,0.27,0.05,0.31,0.15,0
3285,1.17,1.04,0.14,0.51,0.1,0
3286,1.11,1.11,0.01,0.02,0.03,0
3287,1.56,1.56,0.02,0.02,0.02,0
3288,0.96,0.83,0.01,0.02,0.05,0
3289,0.94,0.78,0.04,0.15,0.03,0
3290,0.77,0.68,-1.28,-1.05,-0.71,1
3291,1.3,1.23,0.0,0.01,0.01,0
3292,2.08,2.02,0.06,0.07,0.07,0
3293,2.14,1.95,0.06,0.08,0.04,0
3294,1.63,1.4,0.06,0.16,0.03,0
3295,1.28,1.28,0.03,0.0,0.06,0
3296,2.24,1.75,0.08,0.07,0.12,0
3297,2.89,2.89,-0.09,-0.15,0.01,0
3298,3.25,0.74,0.05,0.13,0.19,0
3299,0.9,0.6,0.02,0.5,0.03,0
3300,0.82,0.4,0.01,0.04,0.05,0
3301,5.63,5.63,-0.07,-0.08,-0.33,1
3302,1.55,0.74,0.03,0.04,0.05,0
3303,0.91,0.82,0.15,0.19,0.13,0
3304,2.07,2.07,0.19,0.19,0.15,0
3305,1.34,0.78,0.03,0.01,0.11,0
3306,2.59,2.59,0.01,0.0,0.38,0
3307,0.77,0.68,-0.27,-1.06,-0.3,1
3308,1.02,0.9,0.06,0.21,0.05,0
3309,1.0,0.84,0.15,0.34,0.11,1
3310,1.45,0.58,0.05,0.31,0.04,0
3311,0.77,0.77,0.03,0.44,0.12,0
3312,1.88,1.82,0.15,0.47,0.13,0
3313,0.81,0.7,0.08,0.29,0.09,0
3314,0.49,0.46,0.06,0.24,0.14,0
3315,0.66,0.56,0.15,0.4,0.15,0
3316,2.33,2.24,0.16,0.19,0.16,0
3317,0.96,0.48,0.01,-0.88,0.02,0
3318,1.28,1.0,0.04,0.04,0.02,0
3319,1.13,0.74,0.03,0.11,0.03,0
3320,3.01,1.71,0.09,0.11,0.13,0
3321,1.52,1.51,0.12,0.22,0.12,0
3322,1.51,1.48,0.13,0.45,0.08,0
3323,1.68,1.68,0.02,0.02,0.14,0
3324,1.28,1.24,0.07,0.13,0.09,0
3325,0.9,0.9,0.04,-0.08,0.02,0
3326,0.99,0.66,0.01,0.15,0.01,0
3327,1.48,1.48,0.02,0.02,0.07,0
3328,0.94,0.89,0.02,-0.08,0.07,0
3329,1.86,1.19,-0.06,-0.18,-0.03,0
3330,2.78,2.65,0.15,0.19,0.23,0
3331,3.49,3.2,0.25,0.48,0.16,0
3332,1.79,1.79,0.01,-0.15,0.3,0
3333,9.26,9.26,0.02,-0.02,0.02,0
3334,1.84,1.3,0.02,0.01,0.12,0
3335,1.1,0.9,0.02,0.04,0.02,0
3336,1.1,0.22,0.01,0.1,0.07,0
3337,0.98,0.91,-0.04,-2.94,-0.02,0
3338,0.68,0.31,-0.07,-1.7,-0.11,0
3339,1.06,0.68,-0.14,-0.61,-0.24,0
3340,0.55,0.3,0.03,0.01,0.13,0
3341,1.46,1.46,0.05,0.09,0.06,0
3342,6.16,6.16,-0.17,-0.16,-0.09,0
3343,2.25,2.24,0.08,0.11,0.26,0
3344,1.15,1.14,0.02,0.04,0.03,0
3345,2.09,1.8,0.23,0.36,0.07,0
3346,1.09,1.09,-0.02,-0.26,-0.01,1
3347,1.57,1.57,0.15,0.45,0.16,0
3348,0.45,0.2,0.03,0.23,0.08,0
3349,1.39,1.39,0.01,-0.1,0.72,0
3350,1.19,1.18,0.06,0.08,0.04,0
3351,0.99,0.91,0.03,0.3,0.04,0
3352,0.95,0.95,0.02,0.01,0.19,1
3353,1.13,1.13,0.11,0.73,0.11,0
3354,0.86,0.84,0.05,0.26,0.12,0
3355,1.22,0.92,0.07,0.15,0.08,0
3356,0.43,0.34,-1.12,-0.83,-1.76,1
3357,0.47,0.45,0.05,-0.68,0.09,0
3358,1.99,0.34,0.02,0.04,0.06,0
3359,1.02,0.54,0.01,0.13,0.01,1
3360,3.52,2.47,0.01,0.01,0.02,0
3361,0.51,0.51,-0.17,-1.28,-0.01,1
3362,1.11,0.78,0.01,0.04,0.04,0
3363,1.27,0.66,0.02,0.03,0.1,0
3364,1.41,0.38,0.02,0.1,0.07,0
3365,1.14,0.76,0.04,0.1,0.06,0
3366,0.8,0.59,0.06,0.45,0.04,0
3367,1.52,0.49,0.12,0.25,0.04,0
3368,1.18,0.74,0.08,0.0,0.16,1
3369,0.34,0.3,0.04,0.03,0.11,0
3370,1.79,1.79,0.01,0.0,0.02,0
3371,0.85,0.64,0.1,0.07,0.2,0
3372,1.22,1.22,0.04,0.09,0.04,0
3373,0.06,0.06,-0.04,-0.98,0.03,0
3374,0.88,0.88,0.03,0.06,0.09,0
3375,1.84,1.72,0.25,0.51,0.21,0
3376,0.86,0.86,0.13,0.53,0.1,0
3377,0.77,0.77,-0.13,-1.65,-0.14,1
3378,0.4,0.37,-0.01,-0.83,0.01,0
3379,2.7,1.04,0.03,0.1,0.03,0
3380,1.4,1.16,0.02,0.01,0.07,0
3381,1.07,1.07,0.04,-0.01,0.05,0
3382,1.29,0.8,0.13,0.9,0.21,0
3383,0.79,0.61,0.06,0.18,0.33,0
3384,0.8,0.08,0.02,0.02,0.04,0
3385,1.1,0.97,0.04,0.17,0.02,0
3386,2.56,2.56,0.43,0.51,0.2,0
3387,2.2,1.79,0.24,0.31,0.28,0
3388,1.13,0.56,-0.01,-0.12,0.0,0
3389,0.76,0.48,0.05,0.03,0.12,0
3390,1.28,0.8,0.05,0.05,0.09,1
3391,1.45,1.45,0.02,0.0,0.69,0
3392,0.49,0.49,0.16,-0.2,0.31,0
3393,1.39,1.13,0.08,0.14,0.06,0
3394,0.75,0.75,0.02,0.0,0.06,1
3395,0.77,0.28,-0.37,-0.95,-0.1,1
3396,1.82,0.81,0.06,0.13,0.04,0
3397,0.32,0.25,0.04,0.0,0.17,0
3398,1.26,1.2,0.02,-0.02,0.04,1
3399,2.88,2.86,0.03,0.01,0.08,1
3400,2.61,2.61,0.03,0.04,0.04,0
3401,0.18,0.08,0.01,-0.1,0.44,0
3402,2.14,1.75,0.06,0.09,0.05,0
3403,2.96,1.47,0.04,0.06,0.04,0
3404,0.34,0.29,-0.47,-1.28,-0.21,0
3405,1.59,0.32,-0.2,-3.15,-0.42,0
3406,1.12,0.73,0.04,0.09,0.06,0
3407,1.09,1.09,0.04,0.08,0.14,0
3408,1.39,1.39,0.01,0.01,0.59,0
3409,0.99,0.99,-0.07,-1.21,-0.15,0
3410,1.09,0.77,0.04,0.15,0.04,0
3411,1.85,1.76,0.03,0.07,0.05,0
3412,1.26,1.24,0.19,0.23,0.13,0
3413,1.06,1.06,0.01,0.11,0.01,0
3414,2.33,2.33,0.16,0.23,0.42,0
3415,1.67,1.67,0.1,0.17,0.08,0
3416,0.53,0.52,-0.52,-1.02,-0.18,1
3417,0.98,0.71,0.02,0.03,0.04,0
3418,1.46,1.46,0.06,0.05,0.28,0
3419,1.22,0.66,0.04,0.2,0.04,0
3420,0.82,0.52,0.04,0.33,0.22,0
3421,3.6,1.68,0.01,-1.01,0.03,0
3422,0.49,0.34,-0.09,-0.64,-0.01,0
3423,1.29,1.29,0.1,0.64,0.02,0
3424,1.22,0.9,-0.12,-3.31,-0.06,1
3425,0.7,0.7,-0.55,-1.25,-0.75,1
3426,3.21,3.21,0.21,0.19,0.4,0
3427,0.46,0.45,-0.71,-1.0,-0.33,0
3428,1.86,0.32,0.01,-0.14,0.02,0
3429,0.95,0.95,0.07,0.75,0.13,0
3430,1.7,1.69,0.13,0.48,0.14,0
3431,2.0,1.76,0.02,0.04,0.03,0
3432,1.66,1.21,0.13,0.21,0.09,0
3433,3.3,3.13,-0.03,-0.13,0.03,0
3434,0.99,0.96,0.03,0.24,0.06,0
3435,2.64,2.6,0.05,0.25,0.21,0
3436,1.2,1.2,0.11,0.25,0.04,0
3437,1.03,1.03,0.15,0.16,0.13,0
3438,2.08,2.06,0.11,0.14,0.4,0
3439,3.92,3.92,0.02,0.01,0.15,0
3440,2.4,2.37,0.28,0.44,0.27,0
3441,9.9,9.9,0.23,0.19,0.41,0
3442,2.59,2.59,0.04,0.05,0.17,0
3443,0.13,0.13,0.04,0.14,0.15,0
3444,1.12,0.85,-0.1,-1.71,-0.05,0
3445,1.41,1.41,0.05,0.17,0.04,0
3446,2.03,1.48,0.05,0.16,0.04,0
3447,2.19,2.19,0.04,0.02,0.06,0
3448,2.07,1.45,0.05,0.1,0.04,0
3449,1.95,1.7,0.03,0.05,0.05,0
3450,0.86,0.83,-0.02,-0.58,0.03,1
3451,1.53,1.51,0.21,0.45,0.13,0
3452,1.0,1.0,0.1,0.11,0.16,0
3453,1.13,1.12,0.07,0.09,0.06,0
3454,1.15,1.11,0.12,0.35,0.1,0
3455,1.12,1.11,0.05,-1.29,0.03,1
3456,1.31,1.24,0.03,0.01,0.06,0
3457,2.1,2.1,0.04,0.12,0.03,0
3458,2.06,2.06,0.03,0.04,0.45,0
3459,3.01,1.71,0.07,0.16,0.07,0
3460,0.9,0.46,0.04,0.11,0.06,0
3461,1.62,0.95,-0.09,-0.07,-0.07,0
3462,1.56,1.47,0.02,0.0,0.1,0
3463,1.14,1.03,0.0,-0.04,0.05,0
3464,1.65,1.65,0.09,0.24,0.18,0
3465,1.07,1.05,0.02,-0.08,0.04,0
3466,0.89,0.88,0.05,0.56,0.06,0
3467,1.05,0.9,0.07,0.17,0.02,0
3468,0.89,0.72,0.37,-0.39,0.11,0
3469,1.06,1.06,0.11,0.39,0.16,0
3470,1.06,0.85,0.08,0.36,0.06,0
3471,1.11,0.46,0.05,0.11,0.03,1
3472,2.76,2.49,-0.28,-0.83,-0.62,0
3473,3.51,2.85,0.02,0.01,0.06,0
3474,1.13,1.13,0.07,0.48,0.16,0
3475,0.82,0.82,0.02,0.02,0.03,1
3476,1.51,1.37,0.06,0.2,0.04,0
3477,0.91,0.41,0.0,-1.93,0.0,0
3478,0.79,0.7,0.04,0.21,0.06,0
3479,1.65,1.65,0.04,0.02,0.02,0
3480,1.14,1.13,0.02,0.0,0.13,0
3481,2.18,2.18,-0.31,-0.55,-1.02,0
3482,1.26,1.26,0.15,0.22,0.17,0
3483,1.87,1.87,0.11,0.07,0.24,1
3484,0.93,0.42,0.02,0.68,0.06,0
3485,1.14,1.04,0.37,0.93,0.22,0
3486,1.62,1.62,0.04,0.06,-0.06,0
3487,1.22,0.11,-0.03,-0.12,0.01,0
3488,1.69,1.02,-0.24,-0.93,-0.17,1
3489,0.8,0.54,0.07,0.11,0.07,0
3490,2.27,2.25,0.06,0.07,0.17,0
3491,1.5,0.93,0.1,0.14,0.34,0
3492,2.12,1.07,0.02,0.07,0.02,0
3493,0.52,0.3,-0.99,-1.09,-1.9,1
3494,1.76,0.31,0.03,0.02,0.11,0
3495,1.22,1.22,0.06,0.11,0.06,0
3496,1.44,1.27,0.01,0.0,0.03,0
3497,1.76,0.87,0.1,0.12,0.12,0
3498,2.39,0.58,0.02,0.02,0.03,0
3499,3.04,3.02,0.02,0.05,0.02,0
3500,0.16,0.16,-0.38,-0.1,0.04,1
3501,0.78,0.44,0.04,0.0,0.08,0
3502,1.59,1.58,0.09,0.38,0.07,0
3503,0.75,0.32,0.03,0.0,0.06,0
3504,0.96,0.9,0.03,0.24,0.09,0
3505,1.65,1.34,0.07,-0.03,0.05,1
3506,1.06,1.06,0.02,0.0,0.05,1
3507,1.2,1.2,0.04,0.15,0.02,0
3508,0.66,0.61,0.01,-0.15,0.01,0
3509,1.37,0.82,0.07,0.07,0.18,0
3510,1.15,0.63,0.03,0.04,0.03,0
3511,0.93,0.93,0.07,0.24,0.09,0
3512,3.0,1.91,-0.07,-0.14,-0.03,0
3513,2.09,1.98,0.06,0.35,0.13,0
3514,1.75,1.75,0.15,0.25,0.07,0
3515,1.93,1.91,0.02,0.01,0.02,0
3516,1.19,0.74,0.08,0.1,0.18,0
3517,1.03,1.03,0.0,-0.16,0.0,0
3518,0.48,0.47,0.02,0.0,0.06,0
3519,2.29,0.65,0.02,0.02,0.03,0
3520,0.65,0.63,-0.25,-0.45,-0.42,0
3521,2.8,2.7,0.02,0.02,0.03,0
3522,1.08,1.01,0.11,0.24,0.1,0
3523,4.29,1.07,0.03,-0.03,0.07,0
3524,0.94,0.84,-0.16,-2.23,-0.23,0
3525,0.02,0.02,0.01,0.0,0.55,0
3526,2.76,2.42,0.15,0.17,0.1,0
3527,1.36,0.76,0.05,0.09,0.06,0
3528,1.26,1.26,0.23,0.48,0.15,0
3529,1.32,0.74,-0.01,-0.92,0.03,0
3530,1.09,1.0,0.21,0.44,0.17,0
3531,1.02,1.02,0.08,0.8,0.15,0
3532,0.89,0.89,0.17,0.28,0.35,0
3533,1.46,0.83,0.04,0.07,0.06,0
3534,1.24,1.2,0.1,0.28,0.16,0
3535,2.87,2.87,0.3,0.6,0.24,0
3536,2.63,2.23,0.16,0.18,0.11,0
3537,0.84,0.44,0.05,0.07,0.13,1
3538,1.68,1.61,0.06,0.11,0.13,0
3539,1.06,1.06,0.05,0.44,0.02,0
3540,1.44,1.39,0.07,0.14,0.05,0
3541,1.02,0.73,0.04,0.45,0.05,0
3542,1.49,1.14,0.15,0.28,0.06,0
3543,1.21,1.21,0.04,0.07,0.03,0
3544,2.34,1.88,0.22,0.58,0.18,0
3545,1.02,0.99,0.0,-0.02,0.03,0
3546,1.26,0.94,0.07,0.24,0.06,0
3547,1.49,0.78,0.05,0.2,0.08,1
3548,0.71,0.63,0.02,0.01,0.06,0
3549,1.03,0.7,0.01,-0.15,0.02,0
3550,1.2,0.33,0.04,0.1,0.01,0
3551,5.94,2.69,0.02,0.02,0.04,0
3552,1.14,1.01,0.04,0.26,0.14,0
3553,0.9,0.88,0.16,0.28,0.2,1
3554,0.91,0.47,0.03,0.02,0.19,0
3555,1.5,0.26,0.06,-0.03,0.1,1
3556,1.42,0.3,0.02,0.02,0.08,0
3557,1.2,1.05,0.05,0.18,0.01,0
3558,0.97,0.95,0.16,0.27,0.15,0
3559,1.73,1.07,0.06,0.07,0.04,0
3560,1.11,0.71,0.03,0.04,0.03,0
3561,0.94,0.65,-0.02,-1.57,0.01,1
3562,1.08,0.42,0.01,0.04,0.02,0
3563,1.42,0.92,-0.2,-1.34,-0.15,1
3564,1.72,1.72,0.0,-0.54,0.19,0
3565,0.91,0.9,0.07,0.72,0.09,0
3566,2.02,1.05,0.04,0.07,0.07,0
3567,1.14,1.11,0.12,0.39,0.08,0
3568,1.07,0.93,0.08,0.06,0.05,1
3569,0.31,0.03,-0.06,-1.39,-0.03,0
3570,1.07,0.96,0.05,0.33,0.12,0
3571,0.75,0.33,0.06,0.38,0.08,0
3572,1.31,1.31,0.32,0.91,0.04,0
3573,3.02,2.98,0.39,0.41,0.31,0
3574,0.94,0.64,0.0,0.01,0.05,0
3575,1.37,0.76,0.02,-2.05,0.02,0
3576,1.05,0.91,0.05,0.18,0.03,0
3577,1.09,1.0,0.06,0.14,0.05,0
3578,1.05,1.04,0.01,0.01,0.01,0
3579,0.44,0.33,-0.51,-1.2,-0.06,0
3580,1.22,0.35,0.04,0.2,0.02,0
3581,8.56,0.54,0.02,0.0,0.13,0
3582,1.2,0.9,0.04,0.17,0.07,0
3583,2.19,0.61,0.01,0.07,0.03,0
3584,1.22,0.72,0.03,0.07,0.04,0
3585,2.03,1.04,0.39,0.06,0.28,0
3586,0.77,0.77,0.08,0.36,0.3,0
3587,1.47,1.3,0.04,0.07,0.05,0
3588,1.28,1.28,-0.08,0.3,0.0,0
3589,1.25,1.12,0.03,0.11,0.02,0
3590,2.8,2.79,0.04,0.01,0.1,0
3591,1.55,1.49,0.23,0.73,0.21,0
3592,1.01,0.88,0.0,-0.02,0.01,0
3593,0.79,0.06,0.02,0.0,0.04,0
3594,1.23,1.22,0.08,0.27,0.02,0
3595,2.71,1.18,0.03,0.02,0.1,0
3596,1.09,1.0,0.16,0.31,0.19,0
3597,1.15,0.23,0.01,0.08,0.04,0
3598,1.33,1.22,0.09,0.17,0.13,0
3599,2.52,2.52,0.09,0.12,0.21,0
3600,4.78,1.08,0.05,0.03,0.04,0
3601,0.98,0.74,-0.01,-0.35,0.01,0
3602,1.06,0.81,0.02,-0.23,0.03,0
3603,1.69,1.53,-0.02,-0.17,-0.01,0
3604,8.07,7.41,0.05,0.04,0.04,0
3605,2.23,2.06,0.19,0.31,0.14,0
3606,1.08,0.77,0.07,0.44,0.04,0
3607,1.2,0.9,0.03,0.23,0.03,0
3608,2.09,2.08,0.0,0.0,0.01,0
3609,1.23,1.21,0.09,0.37,0.11,0
3610,1.56,0.99,0.07,0.18,0.06,0
3611,1.9,0.5,-0.01,-0.02,0.1,0
3612,0.78,0.74,0.01,0.0,0.05,0
3613,1.16,0.63,0.04,0.01,0.08,1
3614,0.86,0.86,0.03,0.15,0.06,0
3615,3.49,3.49,-0.19,-0.24,-0.08,0
3616,0.86,0.69,-0.23,-4.82,-0.1,1
3617,0.81,0.75,0.03,0.03,0.11,0
3618,0.48,0.37,0.02,0.04,0.09,0
3619,0.63,0.63,-0.36,-1.02,-0.15,1
3620,0.38,0.37,-0.01,-0.03,0.22,0
3621,0.74,0.15,-0.36,-2.22,-2.08,1
3622,1.5,1.35,0.05,0.3,0.04,0
3623,1.36,0.42,0.02,-0.11,0.04,0
3624,0.64,0.64,0.07,0.33,0.07,0
3625,1.38,1.08,0.17,0.36,0.11,0
3626,0.98,0.54,0.01,0.35,0.09,0
3627,1.07,0.75,0.02,0.03,0.07,0
3628,1.4,1.4,-0.7,-3.11,-0.23,1
3629,0.56,0.52,0.05,0.29,0.07,0
3630,1.1,1.1,0.1,0.65,0.09,0
3631,1.04,0.83,0.02,0.16,0.06,0
3632,4.08,4.08,0.09,0.1,0.07,0
3633,1.12,0.26,-0.03,-4.62,-0.06,1
3634,1.26,0.75,0.06,0.19,0.03,0
3635,0.98,0.42,-0.28,-3.2,-0.22,1
3636,1.1,0.88,-0.14,-1.04,-0.04,0
3637,5.56,5.56,0.09,0.14,0.7,0
3638,3.63,3.62,-0.08,-0.28,-0.12,0
3639,2.55,1.32,0.05,0.04,0.06,0
3640,0.03,0.02,-0.03,-0.1,0.04,0
3641,4.11,0.78,0.0,0.0,0.03,0
3642,1.87,1.69,0.44,0.67,0.34,0
3643,3.5,3.5,0.09,0.13,0.22,0
3644,1.44,0.28,0.01,0.01,0.07,0
3645,0.85,0.77,0.11,0.37,0.04,0
3646,0.11,0.11,0.01,0.05,0.66,0
3647,2.09,1.4,0.05,0.02,0.07,0
3648,0.66,0.66,0.02,0.13,0.06,0
3649,0.21,0.0,-0.24,-3.3,-0.04,0
3650,1.5,0.51,0.03,0.01,0.14,0
3651,1.84,1.66,0.21,0.29,0.1,1
3652,1.13,0.93,0.05,-0.02,0.07,0
3653,1.26,1.26,0.05,0.03,0.03,0
3654,3.21,2.87,0.22,0.29,0.05,0
3655,1.33,0.51,0.12,0.54,0.1,0
3656,1.47,1.16,0.08,0.12,0.13,0
3657,1.55,1.54,0.07,0.13,0.03,0
3658,0.54,0.53,-0.26,-1.33,-0.15,1
3659,1.89,1.89,0.22,0.82,0.37,0
3660,0.81,0.81,0.02,0.05,0.63,0
3661,0.42,0.36,0.12,0.26,0.39,0
3662,4.16,4.16,0.11,0.19,0.14,0
3663,4.79,4.79,0.17,0.1,0.06,0
3664,1.03,0.68,0.05,0.08,0.09,0
3665,2.68,1.27,0.02,0.06,0.02,0
3666,4.79,4.79,0.06,0.11,0.05,0
3667,1.1,0.75,0.05,0.3,0.01,1
3668,0.97,0.34,-0.1,-1.5,-0.14,0
3669,1.23,0.17,0.03,0.07,0.07,0
3670,1.61,1.61,0.16,0.42,0.08,0
3671,2.34,1.55,0.2,0.4,0.15,0
3672,1.29,1.17,0.04,0.08,0.03,0
3673,0.8,0.51,-0.03,-2.37,0.01,0
3674,1.18,0.49,0.04,0.02,0.09,1
3675,1.18,0.99,0.03,0.14,0.04,0
3676,0.12,0.07,-0.32,-1.54,-0.14,1
3677,1.07,1.07,0.03,0.01,0.04,0
3678,1.16,1.16,0.1,0.17,0.09,0
3679,1.13,1.13,0.11,0.62,0.1,0
3680,3.66,2.22,0.06,0.95,0.09,0
3681,3.23,1.79,0.2,0.17,0.12,1
3682,2.14,1.86,0.03,0.0,0.05,0
3683,1.17,1.17,0.16,0.75,0.11,0
3684,2.33,2.07,0.31,0.54,0.26,0
3685,3.85,3.6,0.11,0.1,0.14,0
3686,1.26,1.09,0.04,0.21,0.06,0
3687,1.31,1.29,0.03,0.02,0.02,1
3688,0.08,0.08,0.15,0.36,0.32,0
3689,1.47,1.47,0.02,0.02,0.66,0
3690,3.41,1.8,0.49,0.72,0.09,0
3691,1.03,0.98,0.01,0.33,0.01,0
3692,2.33,1.87,0.09,0.17,0.18,0
3693,1.22,1.22,0.12,0.54,0.14,0
3694,1.11,1.04,0.01,0.04,0.02,0
3695,1.39,1.39,0.07,-0.01,0.34,0
3696,3.19,3.14,0.25,0.3,0.3,0
3697,2.38,2.2,0.04,0.06,0.15,0
3698,1.39,0.65,-0.1,-6.73,-0.16,0
3699,6.8,6.8,0.0,-0.03,0.01,0
3700,0.46,0.42,0.04,0.07,0.17,0
3701,1.67,0.54,0.02,-0.02,0.02,0
3702,1.21,0.8,0.1,0.4,0.06,0
3703,3.08,3.08,0.0,0.03,0.29,0
3704,1.13,0.25,0.03,-0.05,0.02,0
3705,1.24,1.04,0.07,0.21,0.04,0
3706,0.98,0.76,0.07,0.37,0.05,0
3707,1.03,0.16,0.02,0.22,0.04,0
3708,0.28,0.28,0.1,-0.04,0.17,0
3709,1.71,1.0,0.04,0.08,0.02,0
3710,1.06,1.06,0.04,0.39,0.03,1
3711,1.0,0.99,0.04,0.14,0.03,0
3712,1.0,1.0,0.02,0.05,0.03,0
3713,1.48,1.31,-0.71,-4.58,-0.66,0
3714,1.06,1.03,0.03,0.28,0.04,0
3715,1.28,0.97,0.03,0.07,0.1,0
3716,0.22,0.2,-0.03,-0.29,-0.02,0
3717,1.69,1.26,0.01,0.01,0.02,0
3718,2.24,2.03,0.03,0.04,0.04,0
