,ratio1,ratio2,ratio3,ratio4,ratio5,status
569,1.01,1.01,0.0,-0.32,0.0,0
570,1.15,1.15,0.01,0.36,0.13,0
571,1.54,0.86,0.01,-0.01,0.05,0
572,1.67,1.66,0.04,0.33,0.05,0
573,0.23,0.16,0.02,0.09,0.16,0
574,0.73,0.71,0.01,0.01,0.01,0
575,1.78,1.78,0.45,0.66,0.24,0
576,1.78,1.66,0.1,0.19,0.07,0
577,2.23,0.71,0.1,0.19,0.14,0
578,2.19,2.19,0.32,0.5,0.32,0
579,0.68,0.33,-0.11,-0.94,-0.08,0
580,1.05,0.8,0.03,0.07,0.06,0
581,1.04,0.9,0.03,0.42,0.03,0
582,2.79,1.86,0.04,0.09,0.04,0
583,1.38,1.12,-0.03,-1.69,-0.03,0
584,0.71,0.4,-0.2,-1.22,-0.22,1
585,3.28,2.62,0.16,0.19,0.31,0
586,0.6,0.38,0.09,0.65,0.22,0
587,2.17,2.17,-0.01,-0.02,0.05,0
588,0.75,0.58,0.06,0.19,0.07,0
589,1.07,0.59,0.02,0.0,0.02,0
590,1.42,1.33,0.02,0.05,0.02,0
591,4.94,3.71,0.01,0.0,0.06,0
592,2.96,2.47,0.04,0.05,0.19,0
593,1.09,1.08,0.04,0.16,0.02,1
594,2.31,1.1,0.02,0.16,0.04,0
595,1.5,1.08,0.03,-0.05,0.08,1
596,1.46,1.01,0.03,0.03,0.05,0
597,0.7,0.34,0.04,0.0,0.17,1
598,0.88,0.73,-0.01,-1.4,0.01,1
599,1.13,0.56,0.04,0.13,0.03,0
600,0.75,0.51,-0.04,-0.55,0.03,1
601,0.31,0.28,-0.12,-2.2,-0.11,0
602,1.02,0.25,-0.12,-1.69,-0.03,1
603,1.06,0.75,0.01,0.17,0.01,0
604,1.29,0.75,0.18,0.36,0.06,0
605,2.06,1.97,0.19,0.33,0.16,0
606,1.09,1.01,0.13,0.24,0.06,0
607,1.72,0.57,0.07,0.21,0.07,0
608,1.19,0.31,0.06,0.43,0.07,0
609,2.02,1.87,-0.06,-1.35,-0.03,0
610,1.06,1.06,0.13,0.42,0.08,0
611,1.14,1.14,0.02,0.26,0.62,0
612,1.16,1.16,-0.01,-0.14,0.0,0
613,1.04,0.48,0.01,0.02,0.05,0
614,1.34,1.16,0.05,0.58,0.04,1
615,1.67,1.6,0.04,0.02,0.04,0
616,1.53,0.28,0.05,0.06,0.07,0
617,1.05,1.05,0.02,0.16,0.08,0
618,0.97,0.4,-0.02,-0.26,0.0,0
619,2.86,1.96,-0.27,-1.23,-0.23,0
620,1.67,1.67,0.11,0.22,0.17,0
621,0.92,0.4,0.06,0.01,0.04,0
622,1.43,1.41,0.03,0.38,0.04,0
623,1.0,0.48,0.03,0.27,0.05,0
624,2.26,2.15,0.07,0.76,0.09,0
625,1.12,0.7,0.04,0.09,0.09,1
626,1.04,1.04,0.04,0.02,0.01,0
627,4.01,3.76,0.18,0.18,0.11,0
628,1.07,1.07,0.04,0.35,0.06,0
629,1.58,1.45,0.08,0.17,0.06,0
630,1.21,0.37,0.02,0.04,0.02,0
631,5.25,4.59,0.17,0.2,0.33,0
632,1.59,1.31,0.09,0.12,0.1,0
633,1.13,1.1,0.03,0.02,0.06,0
634,1.19,1.19,0.07,0.26,0.14,0
635,0.91,0.74,0.02,0.02,0.09,0
636,0.72,0.72,0.02,0.0,0.11,0
637,3.9,3.86,0.07,0.1,0.08,0
638,1.05,1.05,0.06,0.26,0.14,0
639,3.05,3.05,0.02,0.01,0.02,0
640,1.34,1.18,0.01,-0.01,0.03,0
641,0.44,0.27,-0.02,-0.09,0.0,0
642,0.25,0.15,0.05,0.07,0.27,0
643,1.08,0.5,0.01,-0.37,0.01,0
644,2.43,2.42,0.01,-0.01,0.05,0
645,0.12,0.09,0.02,-0.03,0.07,0
646,1.61,1.6,0.09,0.25,0.11,0
647,1.32,1.3,0.07,0.26,0.06,0
648,1.54,1.02,0.06,0.12,0.04,0
649,1.27,1.03,0.04,0.11,0.04,0
650,1.89,1.52,0.02,0.05,0.05,0
651,0.11,0.1,0.12,0.27,0.22,0
652,1.34,1.32,0.08,0.46,0.04,0
653,4.0,3.98,0.09,0.09,0.24,0
654,3.12,2.95,0.1,0.26,0.16,0
655,1.62,1.37,0.03,0.04,0.09,0
656,1.85,1.74,0.08,0.16,0.06,0
657,0.08,0.08,-0.18,-0.79,-0.2,1
658,0.39,0.39,-1.05,-1.06,-0.65,1
659,1.87,1.8,0.08,0.2,0.15,0
660,1.33,1.33,0.12,0.04,0.47,1
661,1.41,1.41,-0.07,-0.34,-0.02,0
662,1.02,0.3,0.03,0.01,0.13,0
663,2.96,2.45,0.17,0.18,0.21,0
664,1.36,1.36,0.09,-0.59,0.02,1
665,1.31,0.61,0.02,0.06,0.02,0
666,1.97,1.76,0.07,0.23,0.05,0
667,1.01,0.63,0.02,0.09,0.01,0
668,0.13,0.0,-0.01,-0.03,0.62,0
669,1.71,1.39,0.17,0.41,0.33,0
670,2.81,1.41,-0.11,-1.76,-0.13,0
671,1.07,1.07,0.02,0.01,0.03,0
672,0.68,0.68,-0.09,-0.46,0.22,0
673,0.91,0.75,0.06,0.19,0.09,0
674,0.42,0.41,-0.35,-0.38,-0.6,1
675,1.02,1.02,0.0,0.16,0.0,0
676,0.54,0.54,0.09,0.29,0.28,1
677,1.61,1.55,0.07,0.15,0.06,0
678,1.39,0.33,0.07,0.09,0.04,0
679,1.39,1.39,0.04,-0.01,0.05,0
680,1.13,0.84,0.03,0.04,0.03,0
681,5.4,5.4,0.18,0.14,0.23,0
682,4.33,0.17,0.03,0.01,0.14,0
683,1.27,1.27,0.05,0.39,0.07,0
684,0.89,0.89,0.0,0.0,0.01,0
685,1.25,1.16,0.0,-0.01,0.04,0
686,0.72,0.7,-0.12,-0.3,-0.14,1
687,3.26,3.04,0.2,0.19,0.17,0
688,0.41,0.41,-0.01,-0.22,0.6,1
689,1.11,1.07,0.16,0.57,0.07,0
690,1.35,1.33,0.22,0.23,0.12,0
691,4.22,4.22,0.09,0.09,0.1,0
692,0.34,0.25,-0.05,-0.44,-0.23,0
693,1.66,1.36,0.33,0.56,0.23,0
694,0.7,0.11,-0.04,-0.14,-0.04,0
695,1.06,1.06,0.09,0.63,0.08,0
696,1.67,0.45,0.04,0.05,0.07,0
697,0.43,0.43,0.07,0.14,0.17,0
698,1.72,0.71,0.01,0.02,0.05,0
699,1.94,1.94,0.19,0.16,0.1,0
700,0.67,0.54,0.09,0.17,0.02,0
701,0.61,0.47,-0.14,-2.7,-0.03,0
702,1.42,0.05,0.0,0.0,0.0,0
703,1.44,1.24,0.09,0.14,0.1,0
704,0.94,0.87,0.04,0.1,0.14,0
705,0.69,0.61,0.02,0.05,0.01,0
706,1.78,1.56,0.01,0.01,0.03,0
707,0.9,0.9,0.05,0.01,0.09,0
708,1.29,1.29,0.01,0.0,0.02,0
709,0.66,0.52,0.02,0.03,0.09,1
710,1.27,1.13,0.05,0.08,0.08,0
711,1.1,1.09,0.04,0.16,0.05,0
712,0.84,0.11,-0.18,-2.77,-0.05,0
713,1.65,1.51,0.02,0.03,0.05,0
714,2.09,1.9,-0.04,-0.26,0.02,0
715,1.93,1.49,0.03,0.21,0.03,0
716,2.42,2.42,0.02,-0.02,0.02,0
717,1.05,0.74,0.05,0.1,0.14,0
718,2.57,2.08,0.04,0.03,0.08,0
719,2.29,1.36,0.13,0.19,0.11,0
720,1.26,0.41,0.04,-0.04,0.03,1
721,1.57,1.44,0.16,0.26,0.14,0
722,0.51,0.33,0.02,0.03,0.12,0
723,2.62,1.46,0.02,0.07,0.03,0
724,1.15,1.11,0.14,0.31,0.1,0
725,0.98,0.75,0.02,0.12,0.01,0
726,0.81,0.25,0.05,0.04,0.02,0
727,1.3,0.11,-0.12,-1.61,-1.2,1
728,1.09,1.09,0.11,0.42,0.08,0
729,1.63,1.63,0.07,0.08,0.07,0
730,1.21,1.03,0.31,0.88,0.2,0
731,0.9,0.49,0.05,0.1,0.08,1
732,1.43,0.66,0.06,0.13,0.05,0
733,1.04,0.5,0.1,0.54,0.04,0
734,1.19,0.93,0.18,0.33,0.18,0
735,2.07,2.06,0.26,0.46,0.26,0
736,1.01,0.47,0.02,0.03,0.03,0
737,1.22,1.15,0.02,0.02,0.01,0
738,1.04,0.98,0.08,0.22,0.1,0
739,0.96,0.82,0.09,0.57,0.02,0
740,0.28,0.22,0.08,0.16,0.12,0
741,1.06,1.06,0.03,0.22,0.14,0
742,0.93,0.51,-0.02,-0.29,0.0,0
743,2.06,1.88,0.09,0.14,0.08,0
744,1.77,1.77,-0.04,-0.1,-0.03,0
745,2.08,0.54,0.0,0.0,0.12,0
746,1.37,1.07,0.09,0.18,0.07,0
747,2.48,2.19,0.12,0.11,0.08,0
748,0.87,0.87,0.0,-0.34,0.04,0
749,3.7,1.65,0.35,0.45,0.16,0
750,1.26,1.26,0.07,0.13,0.78,0
751,1.83,0.73,0.06,0.08,0.06,0
752,3.54,0.78,0.05,0.06,0.04,0
753,1.81,1.0,0.02,0.01,0.03,0
754,1.76,1.74,0.03,0.1,0.09,0
755,0.92,0.58,0.02,0.05,0.08,0
756,1.35,1.22,0.07,0.24,0.07,0
757,0.6,0.6,0.08,0.36,0.08,0
758,4.41,0.3,0.0,0.0,0.1,0
759,0.83,0.34,0.05,0.17,0.06,0
760,1.42,1.33,0.09,0.17,0.04,0
761,0.16,0.16,-0.06,-0.58,0.06,0
762,1.41,1.16,0.09,0.35,0.05,0
763,1.92,1.81,0.18,0.29,0.12,0
764,0.68,0.49,0.06,0.22,0.13,0
765,1.19,0.84,0.02,0.05,0.03,0
766,2.37,1.71,0.11,0.48,0.07,0
767,0.68,0.68,-0.16,-0.52,-0.09,0
768,1.26,0.95,0.03,0.16,0.02,0
769,1.05,0.26,-0.27,-0.72,-0.16,1
770,0.68,0.68,-0.06,-0.08,-0.21,0
771,1.3,0.69,0.03,-0.1,0.05,0
772,0.89,0.8,-0.13,-2.0,-0.06,1
773,1.1,1.1,0.08,0.8,0.04,0
774,0.94,0.23,0.06,0.52,0.03,0
775,1.12,1.09,0.03,0.03,0.06,0
776,1.13,1.08,0.08,0.55,0.06,0
777,1.28,0.77,0.04,0.11,0.01,0
778,1.77,1.77,0.18,0.39,0.19,0
779,3.73,1.72,0.03,0.03,0.12,0
780,2.55,1.22,0.16,0.23,0.13,0
781,1.1,1.1,0.18,0.07,0.03,1
782,1.12,1.12,0.05,0.1,0.66,0
783,3.67,2.8,0.01,0.0,0.05,0
784,1.64,0.94,0.05,0.12,0.03,0
785,0.8,0.73,-0.07,-0.32,-0.03,0
786,10.12,1.51,-0.01,-0.03,0.07,0
787,0.98,0.98,0.09,0.98,0.06,0
788,0.8,0.22,0.02,0.02,0.06,0
789,1.05,0.96,0.07,0.21,0.11,0
790,1.32,1.07,0.03,0.07,0.03,0
791,1.04,0.83,0.07,0.67,0.05,0
792,0.68,0.68,-0.29,-2.45,-0.34,1
793,2.31,1.68,0.01,-0.01,0.03,0
794,0.61,0.61,0.24,-0.08,0.06,1
795,1.98,0.88,0.1,0.15,0.12,0
796,1.18,1.13,0.02,0.06,0.04,0
797,1.36,1.36,0.02,0.01,0.11,0
798,0.71,0.35,0.03,0.13,0.05,0
799,0.76,0.62,0.01,0.05,0.09,0
800,1.91,1.91,0.08,0.19,0.14,0
801,1.24,0.9,0.02,0.05,0.02,0
802,0.87,0.87,0.01,0.04,0.03,0
803,0.89,0.61,-0.32,-3.92,-0.42,1
804,2.31,1.22,0.06,0.08,0.02,0
805,1.03,0.98,0.04,0.05,0.02,0
806,1.19,1.05,0.03,0.13,0.03,0
807,1.57,0.55,0.02,0.01,0.12,0
808,1.36,1.27,0.02,-0.29,0.19,0
809,1.99,1.99,0.05,-0.02,0.04,0
810,2.17,1.87,0.29,0.43,0.16,0
811,1.15,0.89,0.03,0.07,0.03,0
812,0.9,0.51,0.01,-0.02,0.37,0
813,2.77,2.75,0.05,0.09,0.06,0
814,1.38,1.27,0.03,0.01,0.1,0
815,0.81,0.77,-0.24,-1.47,-0.44,1
816,0.39,0.26,-0.02,-0.73,0.09,1
817,2.76,1.28,0.08,0.09,0.07,0
818,1.31,1.31,0.08,0.26,0.11,0
819,2.28,2.17,0.14,0.33,0.15,0
820,2.17,2.17,-0.07,-0.7,0.04,0
821,4.54,3.37,0.19,0.18,0.28,0
822,2.24,1.04,0.02,0.02,0.02,0
823,1.37,0.93,0.07,0.15,0.12,0
824,1.1,1.1,0.05,0.51,0.01,1
825,1.88,1.88,0.3,0.3,0.94,0
826,2.5,0.07,0.04,0.02,0.16,0
827,1.11,0.92,0.08,0.48,0.06,0
828,1.05,0.25,-0.03,-0.25,0.02,1
829,1.23,0.38,0.07,0.32,0.04,0
830,0.78,0.69,0.01,0.02,0.05,0
831,4.46,1.76,0.03,0.01,0.06,1
832,1.19,1.19,0.04,0.1,0.01,0
833,1.6,1.16,0.41,0.77,0.77,0
834,0.53,0.53,0.07,0.09,0.57,0
835,1.47,1.37,0.25,0.3,0.22,0
836,0.9,0.49,0.06,0.29,0.07,1
837,1.5,1.49,0.19,0.43,0.08,0
838,1.17,1.08,0.1,0.46,0.06,0
839,1.33,1.16,0.18,0.28,0.07,0
840,1.16,0.57,0.05,0.08,0.11,1
841,1.25,1.0,0.02,-0.73,0.02,0
842,1.14,0.32,0.04,0.04,0.05,0
843,2.37,1.65,0.02,0.03,0.04,0
844,2.65,1.09,-0.07,-0.12,-0.07,0
845,0.9,0.82,-0.08,-0.98,-0.41,1
846,1.73,1.28,0.03,0.0,0.03,0
847,3.12,3.12,0.29,0.38,0.42,0
848,1.08,1.08,0.07,0.16,0.04,0
849,1.34,1.34,-0.07,-1.23,-0.1,0
850,0.9,0.9,0.15,0.7,0.19,0
851,0.72,0.6,0.03,0.36,0.07,0
852,1.01,0.94,-0.05,-1.21,-0.02,0
853,1.3,1.14,0.08,0.15,0.11,0
854,0.46,0.21,-1.18,-1.09,-0.26,0
855,1.36,0.69,0.02,0.02,0.17,0
856,1.08,1.08,0.02,0.08,0.05,0
857,0.78,0.39,-0.65,-2.2,-0.67,0
858,1.58,0.28,0.05,0.06,0.07,0
859,2.94,2.94,0.02,0.02,0.54,0
860,1.65,1.63,0.0,-0.02,0.02,0
861,0.84,0.63,-0.01,-0.92,0.0,1
862,0.66,0.53,0.02,0.02,0.04,0
863,0.74,0.46,-0.11,-1.07,-0.01,1
864,0.26,0.26,-0.75,-0.85,-0.91,1
865,1.04,0.49,0.02,0.02,0.03,0
866,1.13,1.13,0.02,0.01,0.03,0
867,1.25,1.22,0.02,0.03,0.03,0
868,0.63,0.63,0.03,0.06,0.12,0
869,1.08,0.6,0.06,0.44,0.03,0
870,2.04,2.04,0.14,0.25,0.1,0
871,1.13,0.48,-0.02,-0.12,-0.01,0
872,1.43,1.39,0.22,0.48,0.11,0
873,1.62,1.44,0.2,0.41,0.12,0
874,1.0,1.0,0.02,0.24,0.01,0
875,1.04,0.91,0.05,0.23,0.13,0
876,0.61,0.55,0.07,0.54,0.03,0
877,3.93,2.71,0.16,0.12,0.18,0
878,1.56,1.56,-0.12,-1.07,-0.02,0
879,2.18,1.87,0.22,0.34,0.16,0
880,3.14,3.13,0.17,0.2,0.18,0
881,2.35,2.33,0.08,0.1,0.1,0
882,1.24,1.2,0.02,0.01,0.05,0
883,1.53,1.12,0.03,0.03,0.02,0
884,1.18,0.91,0.0,0.01,0.01,0
885,1.13,1.13,-0.01,-0.15,0.04,1
886,5.94,5.94,0.21,0.21,0.23,0
887,3.77,0.37,0.01,0.05,0.25,0
888,1.69,1.51,0.08,0.61,0.06,0
889,1.17,0.12,-0.08,-1.4,-0.04,0
890,1.75,1.75,0.05,0.14,0.04,0
891,1.32,0.72,0.03,0.04,0.03,0
892,1.06,1.06,0.03,0.39,0.01,0
893,1.68,0.49,0.02,0.0,0.02,0
894,1.35,1.25,0.02,0.3,0.02,0
895,0.93,0.8,-0.41,-5.4,-0.43,0
896,0.07,0.07,0.02,0.04,0.14,0
897,1.15,1.15,0.04,0.15,0.08,0
898,0.6,0.6,0.04,0.2,0.08,0
899,0.53,0.39,-0.17,-0.96,-0.05,0
900,1.25,1.25,-0.06,-0.33,-0.01,0
901,0.46,0.25,0.04,0.09,0.03,0
902,1.66,0.84,-0.02,-0.06,0.18,0
903,0.78,0.2,0.05,-0.02,0.02,0
904,0.95,0.45,0.02,0.11,0.01,1
905,2.44,2.31,0.1,0.39,0.08,0
906,1.81,0.8,0.09,0.15,0.07,0
907,1.17,1.1,0.2,0.46,0.11,0
908,1.28,1.22,0.06,0.15,0.03,0
909,1.39,1.19,0.04,0.02,0.03,0
910,0.96,0.86,0.03,0.06,0.04,0
911,1.12,1.12,0.06,0.02,0.05,0
912,0.77,0.33,0.02,0.07,0.03,0
913,0.72,0.61,0.04,0.24,0.04,0
914,1.4,1.39,0.2,0.21,0.09,0
915,2.74,2.73,0.2,0.29,0.16,0
916,0.29,0.28,-0.4,-0.84,-1.0,1
917,1.3,1.2,0.25,0.64,0.16,0
918,1.06,0.5,0.04,0.08,0.06,1
919,1.53,1.53,0.03,0.03,0.13,0
920,1.21,1.16,0.02,0.05,0.02,0
921,1.18,0.97,-0.02,-0.18,0.02,0
922,1.04,1.04,0.02,0.16,0.03,0
923,0.98,0.58,0.03,0.04,0.03,0
924,0.82,0.82,-0.65,-3.02,-0.13,1
925,0.55,0.55,0.1,0.17,0.19,0
926,1.22,1.05,0.21,0.51,0.06,0
927,0.5,0.45,-0.13,-0.23,0.0,0
928,1.5,0.82,0.07,0.11,0.05,0
929,1.41,1.4,0.02,0.03,0.05,0
930,0.36,0.36,-0.01,-0.06,-0.12,1
931,1.82,0.87,0.03,-0.06,0.06,1
932,1.38,0.67,0.08,-0.03,0.09,1
933,2.52,2.52,0.03,0.01,0.12,0
934,1.92,0.74,0.03,0.03,0.04,0
935,1.59,1.58,0.04,0.18,0.03,0
936,1.14,1.14,0.18,0.24,0.45,0
937,1.44,1.11,0.06,0.04,0.05,0
938,0.43,0.42,-0.12,-3.63,-0.08,0
939,1.99,1.41,0.02,0.02,0.02,0
940,0.96,0.53,0.02,0.06,0.03,1
941,1.99,1.99,0.03,0.0,0.04,0
942,1.87,1.65,0.1,0.18,0.1,0
943,1.0,0.38,0.03,0.32,0.02,0
944,1.17,0.34,0.04,0.1,0.06,0
945,1.5,1.44,0.18,0.35,0.11,0
946,0.95,0.8,-0.04,-5.66,0.0,0
947,1.02,0.93,0.29,0.57,0.07,0
948,1.36,1.32,0.22,0.65,0.05,0
949,1.3,1.04,-0.02,-0.13,-0.01,0
950,1.81,0.71,0.03,0.05,0.09,0
951,0.93,0.93,0.02,0.04,0.06,0
952,0.68,0.67,-0.02,0.63,0.01,0
953,1.02,0.95,0.15,0.79,0.27,0
954,1.24,0.95,0.05,0.27,0.08,0
955,1.21,0.66,0.11,0.25,0.07,0
956,1.29,1.1,-0.05,0.04,-0.03,0
957,1.03,0.85,0.03,0.25,0.05,0
958,1.04,0.78,-0.07,-1.85,-0.03,0
959,1.95,0.97,0.03,0.05,0.14,0
960,0.77,0.65,0.04,0.02,0.07,0
961,3.81,3.26,0.02,0.01,0.04,0
962,1.34,1.34,0.04,0.1,0.02,0
963,1.39,1.04,0.09,0.17,0.07,0
964,1.71,1.68,0.01,0.14,0.02,1
965,3.77,1.19,0.01,0.01,0.03,0
966,0.8,0.52,0.11,0.22,0.02,0
967,0.79,0.69,0.01,-0.11,0.06,0
968,2.69,2.67,0.15,0.06,0.53,0
969,1.6,1.6,0.05,0.06,0.13,0
970,0.99,0.96,0.03,0.07,0.08,0
971,1.47,0.75,0.09,0.25,0.06,0
972,0.08,0.08,0.02,0.02,0.73,0
973,0.63,0.63,0.04,0.05,0.07,0
974,1.18,1.06,0.02,0.01,0.03,0
975,1.02,1.02,0.0,0.0,0.0,0
976,1.85,1.69,0.03,0.04,0.05,0
977,1.31,0.45,0.04,0.1,0.06,0
978,2.37,0.37,-0.03,-1.53,-0.09,1
979,1.4,1.4,0.06,0.11,0.05,0
980,0.66,0.62,0.02,0.04,0.08,0
981,0.85,0.85,0.0,-0.03,0.01,0
982,1.64,1.0,0.04,0.14,0.04,0
983,0.33,0.18,0.01,-1.58,0.07,1
984,10.54,10.54,0.01,0.03,0.05,0
985,1.04,1.02,0.05,0.21,0.06,0
986,3.4,2.57,0.14,0.16,0.14,0
987,1.31,1.15,-0.07,-0.46,-0.06,0
988,1.32,1.27,0.03,0.05,0.1,0
989,0.74,0.11,0.05,0.14,0.07,0
990,1.75,1.74,0.04,0.02,0.03,0
991,1.33,0.42,0.04,0.13,0.07,0
992,1.33,1.33,0.12,0.31,0.05,0
993,3.03,3.03,0.13,0.27,0.15,0
994,1.23,0.81,0.04,0.18,0.02,0
995,1.51,1.19,-0.08,-3.44,0.0,0
996,1.07,0.97,0.09,0.28,0.16,1
997,1.17,1.13,-0.04,-0.29,-0.16,0
998,1.2,1.18,0.2,0.44,0.23,0
999,0.73,0.21,0.02,0.05,0.41,0
1000,0.91,0.8,-0.02,-0.59,0.04,0
1001,1.21,0.86,0.13,-2.1,0.18,0
1002,0.55,0.55,0.11,0.25,0.13,0
1003,1.75,1.71,0.08,0.05,0.04,0
1004,1.12,0.11,0.08,0.74,0.1,0
1005,3.85,3.81,0.01,0.0,0.03,0
1006,1.48,1.08,0.02,0.05,0.09,0
1007,1.87,0.92,0.01,-0.4,0.02,0
1008,0.96,0.76,0.03,0.05,0.06,0
1009,1.26,1.01,0.05,0.19,0.05,0
1010,0.26,0.25,0.0,-0.02,0.23,0
1011,1.19,1.11,0.13,0.62,0.09,0
1012,0.58,0.58,-0.13,-0.32,-0.25,1
1013,2.25,2.25,0.08,0.18,0.08,0
1014,1.25,1.25,0.01,0.2,0.01,0
1015,0.48,0.28,0.01,0.0,0.05,0
1016,1.16,1.11,0.07,0.53,0.3,0
1017,4.26,4.26,0.0,-0.04,0.0,0
1018,0.6,0.48,0.03,-0.06,0.06,0
1019,0.8,0.8,-0.21,-2.94,-0.3,0
1020,0.26,0.22,0.01,0.2,0.08,0
1021,1.38,1.37,0.06,0.11,0.03,0
1022,3.46,2.02,0.01,0.01,0.08,0
1023,1.49,1.01,0.02,-0.12,0.1,0
1024,0.96,0.47,0.08,0.36,0.13,0
1025,1.16,1.16,0.06,0.2,0.06,0
1026,1.53,1.41,0.16,0.27,0.09,0
1027,0.24,0.24,0.02,-0.02,0.49,0
1028,0.98,0.92,0.04,0.18,0.08,0
1029,9.48,0.21,0.02,0.02,0.66,0
1030,1.79,1.08,0.08,0.14,0.05,0
1031,1.04,1.04,-0.08,-0.91,-0.04,0
1032,1.16,0.96,0.07,0.03,0.09,1
1033,2.08,1.26,0.07,0.11,0.1,0
1034,1.52,1.16,0.02,0.0,0.04,0
1035,1.38,0.8,0.03,0.01,0.04,0
1036,1.9,1.88,0.1,0.14,0.15,0
1037,1.8,1.55,0.06,0.08,0.04,0
1038,0.68,0.55,0.05,0.02,0.03,0
1039,1.09,0.95,0.02,-0.19,0.01,0
1040,1.79,0.76,0.04,0.22,0.03,0
1041,1.4,0.61,0.03,0.05,0.06,0
1042,1.38,1.25,0.11,0.39,0.1,0
1043,3.35,0.09,0.01,0.0,0.3,0
1044,0.66,0.66,0.03,0.05,0.08,0
1045,1.78,1.78,0.13,0.32,0.1,0
1046,1.27,0.95,0.06,0.02,0.05,0
1047,1.51,1.32,0.05,0.13,0.06,0
1048,3.18,2.86,0.05,0.06,0.07,0
1049,1.24,1.03,0.02,0.0,0.01,0
1050,0.36,0.24,-0.42,-0.56,-0.32,1
1051,1.28,1.27,0.07,0.24,0.04,0
1052,1.04,1.04,0.04,0.11,0.08,0
1053,0.98,0.97,0.05,0.19,0.1,0
1054,0.78,0.76,0.03,-0.19,0.04,0
1055,3.04,1.58,0.03,0.04,0.09,0
1056,2.17,1.39,0.03,0.03,0.07,0
1057,1.2,0.64,0.03,0.02,0.03,0
1058,0.99,0.75,-0.04,-0.36,-0.05,0
1059,1.39,0.9,-0.01,-0.07,0.01,0
1060,2.57,2.57,0.2,0.17,0.21,0
1061,0.89,0.61,0.02,0.05,0.06,0
1062,1.16,1.1,0.04,0.11,0.05,0
1063,1.16,1.16,0.0,-0.05,0.02,0
1064,1.1,0.37,0.03,0.12,0.03,0
1065,0.99,0.98,-0.03,-0.18,-0.01,0
1066,1.21,1.15,0.03,0.11,0.05,0
1067,1.2,1.2,0.05,0.19,0.04,0
1068,1.19,1.1,0.04,-0.22,0.04,0
1069,1.69,0.97,0.06,0.18,0.09,0
1070,2.04,2.04,0.03,0.03,0.58,0
1071,1.0,0.48,0.03,0.09,0.01,1
1072,1.05,1.05,0.07,0.25,0.03,0
1073,1.78,0.61,0.02,0.01,0.04,0
1074,0.89,0.47,-0.08,-2.27,-0.17,0
1075,1.79,1.77,0.04,0.16,0.03,0
1076,1.25,1.25,0.04,0.06,0.06,0
1077,1.49,1.47,0.08,0.2,0.08,0
1078,0.93,0.63,-0.1,-1.19,-0.03,0
1079,1.89,1.32,0.05,0.05,0.03,0
1080,1.93,1.82,0.0,0.36,0.02,0
1081,0.58,0.45,0.01,0.01,0.24,0
1082,0.85,0.85,0.01,-0.28,0.02,0
1083,0.85,0.7,0.03,0.02,0.07,0
1084,0.88,0.69,0.04,0.08,0.07,0
1085,1.11,0.52,-0.2,-1.33,-0.47,1
1086,1.69,1.66,0.03,0.04,0.1,0
1087,1.96,1.19,0.34,0.59,0.27,0
1088,1.47,0.74,0.08,0.14,0.21,0
1089,1.04,0.84,0.03,0.35,0.02,0
1090,0.54,0.42,0.02,-0.39,0.05,0
1091,1.54,1.54,0.06,0.03,0.14,0
1092,1.69,1.23,0.07,0.17,0.05,0
1093,0.89,0.72,0.04,-0.01,0.04,0
1094,1.16,1.16,0.02,0.16,0.01,0
1095,2.28,2.28,0.05,-0.14,0.03,1
1096,1.1,0.89,0.01,0.11,0.01,0
1097,1.88,1.32,0.2,0.29,0.15,0
1098,1.64,1.59,0.04,0.21,0.07,0
1099,2.91,2.91,0.08,0.07,0.79,0
1100,1.37,1.16,0.1,0.28,0.08,0
1101,1.09,1.05,0.05,0.05,0.8,0
1102,1.04,1.04,0.05,0.32,0.02,0
1103,1.7,1.39,0.0,-0.06,0.06,0
1104,1.83,0.91,0.1,0.25,0.06,0
1105,1.5,1.22,0.02,-0.04,0.03,0
1106,0.71,0.56,-0.35,-1.44,-0.1,1
1107,2.98,2.96,0.46,0.66,0.49,0
1108,0.79,0.71,0.02,0.5,0.13,0
1109,1.1,0.7,0.09,-0.17,0.1,1
1110,1.15,1.14,-0.05,-1.16,-0.01,0
1111,1.1,1.1,-0.01,-0.33,-0.1,0
1112,1.15,0.92,0.01,0.02,0.04,1
1113,3.16,2.04,0.02,0.03,0.03,0
1114,1.3,1.12,0.13,0.33,0.08,0
1115,1.16,1.12,0.05,0.28,0.11,0
1116,1.05,1.05,0.1,0.07,0.4,0
1117,1.28,1.23,0.14,0.24,0.15,0
1118,1.34,1.34,-0.13,-4.99,-0.23,0
1119,0.82,0.72,0.06,0.13,0.14,0
1120,1.34,0.49,0.06,0.07,0.01,0
1121,1.64,1.42,0.13,0.73,0.23,0
1122,1.06,0.87,-0.03,-2.19,0.01,0
1123,3.33,3.33,0.48,0.45,0.42,0
1124,1.37,1.37,0.07,0.34,0.03,0
1125,1.7,0.8,0.21,0.46,0.07,0
1126,0.22,0.07,0.04,0.04,0.78,0
1127,1.52,1.38,0.27,0.82,0.17,0
1128,2.56,2.45,0.43,0.52,0.31,0
1129,1.04,0.38,0.07,0.64,0.05,0
1130,0.42,0.28,-0.12,-2.0,0.0,1
1131,2.4,2.4,0.25,0.18,0.14,0
1132,1.45,1.11,0.03,0.01,0.05,0
